Version,Filename,LOC_added,MAX_LOC_added,AVG_LOC_addded,Churn,MAX_Churn,AVG_Churn,ChgSetSize,MAX_ChgSetSize,AVG_ChgSetSize,Buggy
3,hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/common/TopicOpQueuer.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerMXBean.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanInfo.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicOwnershipManager.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicPersistenceManager.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/meta/ZkMetadataManagerFactory.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerMXBean.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CancelScanRequest.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheBean.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheMXBean.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyCloseSubscriptionHandler.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubLoad.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubServerManager.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/MMTopicManager.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkHubServerManager.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/HelperMethods.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/StubCallback.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/StubScanCallback.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/client/TestPubSubClient.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/client/TestSubAfterCloseSub.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/client/netty/TestMultiplexing.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/HedwigHubTestBase.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/HedwigRegionTestBase.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/LoggingExceptionHandler.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/PubSubServerStandAloneTestBase.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/TestBackwardCompat.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/TestPubSubServerStartup.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/StubDeliveryManager.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestFIFODeliveryManager.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestThrottlingDelivery.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/filter/TestMessageFilter.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestBaseHandler.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestSubUnsubHandler.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHub.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubProxy.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubRegular.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubSSL.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigRegion.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/meta/MetadataManagerFactoryTestCase.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestFactoryLayout.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManager.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManagerFactory.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestPubSubServer.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestServerStats.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/netty/WriteRecordingChannel.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/BookKeeperTestBase.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/MessageBoundedPersistenceTest.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubScanCallback.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManager.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManagerBlackBox.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookkeeperPersistenceManagerWhiteBox.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestDeadlock.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestLocalDBPersistenceManagerBlackBox.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestPersistenceManagerBlackBox.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheBlackBox.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheWhiteBox.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/StubSubscriptionManager.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestMMSubscriptionManager.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestUpdateSubscriptionState.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/StubTopicManager.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestConcurrentTopicAcquisition.java,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubInfo.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubLoad.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestMMTopicManager.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/zookeeper/TestZkUtils.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/zookeeper/ZooKeeperTestBase.java,0,0,0,0,0,0,0,0,0,Yes
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java,0,0,0,0,0,0,0,0,0,No
3,hedwig-client/src/test/java/org/apache/hedwig/client/AppTest.java,0,0,0,0,0,0,0,0,0,No
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,0,0,0,0,0,0,0,0,0,Yes
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java,0,0,0,0,0,0,0,0,0,Yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,54,54,54.0,53,53,53.0,2,2,2.0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,9,8,4.5,6,5,3.0,40,40,20.0,Yes
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieInitializationTest.java,6,6,6.0,3,3,3.0,10,10,10.0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,5,5,5.0,1,1,1.0,40,40,40.0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,36,36,36.0,14,14,14.0,3,3,3.0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/RoundRobinDistributionScheduleTest.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,4,3,2.0,1,1,0.5,78,40,39.0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,80,79,26.666668,-36,0,-12.0,84,40,28.0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,1,1,1.0,0,0,0.0,38,38,38.0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,11,5,2.75,1,2,0.25,78,40,19.5,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtoEncoding.java,203,118,101.5,194,118,97.0,16,10,8.0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,17,12,8.5,14,12,7.0,42,40,21.0,Yes
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CreateNewLogTest.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,3,3,3.0,2,2,2.0,40,40,40.0,No
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieJournalTest.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerFragmentReplication.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,8,8,8.0,2,2,2.0,40,40,40.0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,15,10,7.5,-268,5,-134.0,50,40,25.0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,2,2,2.0,2,2,2.0,2,2,2.0,No
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestReplicationWorker.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,5,5,5.0,2,2,2.0,40,40,40.0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,3,3,3.0,2,2,2.0,40,40,40.0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,1,1,1.0,0,0,0.0,40,40,40.0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/LedgerCacheTest.java,2,2,2.0,2,2,2.0,2,2,2.0,Yes
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTest.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,8,6,4.0,7,5,3.5,40,38,20.0,Yes
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorPeriodicCheckTest.java,48,48,48.0,48,48,48.0,2,2,2.0,No
4,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,5,5,5.0,2,2,2.0,40,40,40.0,Yes
4,bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,4,4,4.0,2,2,2.0,40,40,40.0,No
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerManagerIteratorTest.java,43,43,43.0,43,43,43.0,1,1,1.0,Yes
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieZKExpireTest.java,1,1,0.5,-1,1,-0.5,48,38,24.0,No
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorLedgerCheckerTest.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestLedgerUnderreplicationManager.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CompactionTest.java,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/GcLedgersTest.java,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,6,5,3.0,5,5,2.5,40,38,20.0,Yes
