dataset, #TrainingRelease, %training, %Defective in training, %Defective in testing, classifier, balancing, Feature Selection,TP, FP, TN, FN, Precision, Recall, ROC Area, Kappa
BOOKKEEPER, 5, 0.7868798955613577, 0.22853587722936541, 0.11791730474732007, RANDOM_FOREST, NO_FEATURES_SELECTION, NO_SAMPLING, 65.0, 25.0, 551.0, 12.0, 0.9786856127886323, 0.9565972222222222, 0.9671942640692641, 0.7461839879820573
BOOKKEEPER, 5, 0.7868798955613577, 0.22853587722936541, 0.11791730474732007, RANDOM_FOREST, NO_FEATURES_SELECTION, OVER_SAMPLING, 27.0, 83.0, 493.0, 50.0, 0.9079189686924494, 0.8559027777777778, 0.6089015151515151, 0.17421152218767513
BOOKKEEPER, 5, 0.7868798955613577, 0.22853587722936541, 0.11791730474732007, RANDOM_FOREST, NO_FEATURES_SELECTION, UNDER_SAMPLING, 73.0, 144.0, 432.0, 4.0, 0.9908256880733946, 0.75, 0.9443768037518038, 0.390504780404127
BOOKKEEPER, 5, 0.7868798955613577, 0.22853587722936541, 0.11791730474732007, RANDOM_FOREST, NO_FEATURES_SELECTION, SMOTE, 69.0, 29.0, 547.0, 8.0, 0.9855855855855856, 0.9496527777777778, 0.9642180735930735, 0.7563997862536929
BOOKKEEPER, 5, 0.7868798955613577, 0.22853587722936541, 0.11791730474732007, RANDOM_FOREST, BEST_FIRST, NO_SAMPLING, 55.0, 47.0, 529.0, 22.0, 0.9600725952813067, 0.9184027777777778, 0.9245693542568543, 0.5546803190385359
BOOKKEEPER, 5, 0.7868798955613577, 0.22853587722936541, 0.11791730474732007, RANDOM_FOREST, BEST_FIRST, OVER_SAMPLING, 6.0, 11.0, 565.0, 71.0, 0.8883647798742138, 0.9809027777777778, 0.543132215007215, 0.08879586141174932
BOOKKEEPER, 5, 0.7868798955613577, 0.22853587722936541, 0.11791730474732007, RANDOM_FOREST, BEST_FIRST, UNDER_SAMPLING, 71.0, 299.0, 277.0, 6.0, 0.9787985865724381, 0.4809027777777778, 0.8656204906204906, 0.15216826798234226
BOOKKEEPER, 5, 0.7868798955613577, 0.22853587722936541, 0.11791730474732007, RANDOM_FOREST, BEST_FIRST, SMOTE, 56.0, 52.0, 524.0, 21.0, 0.9614678899082569, 0.9097222222222222, 0.9053255772005772, 0.5424054217503576
BOOKKEEPER, 5, 0.7868798955613577, 0.22853587722936541, 0.11791730474732007, IBK, NO_FEATURES_SELECTION, NO_SAMPLING, 72.0, 62.0, 514.0, 5.0, 0.9903660886319846, 0.8923611111111112, 0.9082566738816739, 0.6265290617770837
BOOKKEEPER, 5, 0.7868798955613577, 0.22853587722936541, 0.11791730474732007, IBK, NO_FEATURES_SELECTION, OVER_SAMPLING, 32.0, 116.0, 460.0, 45.0, 0.9108910891089109, 0.7986111111111112, 0.5986426767676768, 0.1530616355038548
BOOKKEEPER, 5, 0.7868798955613577, 0.22853587722936541, 0.11791730474732007, IBK, NO_FEATURES_SELECTION, UNDER_SAMPLING, 74.0, 134.0, 442.0, 3.0, 0.9932584269662922, 0.7673611111111112, 0.8555082070707071, 0.41935965418989696
BOOKKEEPER, 5, 0.7868798955613577, 0.22853587722936541, 0.11791730474732007, IBK, NO_FEATURES_SELECTION, SMOTE, 72.0, 64.0, 512.0, 5.0, 0.9903288201160542, 0.8888888888888888, 0.9094291125541125, 0.6186296500063482
BOOKKEEPER, 5, 0.7868798955613577, 0.22853587722936541, 0.11791730474732007, IBK, BEST_FIRST, NO_SAMPLING, 61.0, 59.0, 517.0, 16.0, 0.9699812382739212, 0.8975694444444444, 0.8932066197691197, 0.5554234257132741
BOOKKEEPER, 5, 0.7868798955613577, 0.22853587722936541, 0.11791730474732007, IBK, BEST_FIRST, OVER_SAMPLING, 17.0, 60.0, 516.0, 60.0, 0.8958333333333334, 0.8958333333333334, 0.505275974025974, 0.11661255411255382
BOOKKEEPER, 5, 0.7868798955613577, 0.22853587722936541, 0.11791730474732007, IBK, BEST_FIRST, UNDER_SAMPLING, 71.0, 163.0, 413.0, 6.0, 0.9856801909307876, 0.7170138888888888, 0.860581259018759, 0.3393655677743391
BOOKKEEPER, 5, 0.7868798955613577, 0.22853587722936541, 0.11791730474732007, IBK, BEST_FIRST, SMOTE, 61.0, 81.0, 495.0, 16.0, 0.9686888454011742, 0.859375, 0.8870400432900433, 0.4771213234383644
BOOKKEEPER, 6, 0.8196896736222579, 0.20463446475195823, 0.057863501483679525, NAIVE_BAYES, NO_FEATURES_SELECTION, NO_SAMPLING, 2.0, 1.0, 634.0, 37.0, 0.9448584202682563, 0.9984251968503937, 0.6948112255198869, 0.08769680131082162
BOOKKEEPER, 6, 0.8196896736222579, 0.20463446475195823, 0.057863501483679525, NAIVE_BAYES, NO_FEATURES_SELECTION, OVER_SAMPLING, 4.0, 28.0, 607.0, 35.0, 0.9454828660436138, 0.9559055118110236, 0.5075509792045225, 0.06384761232858664
BOOKKEEPER, 6, 0.8196896736222579, 0.20463446475195823, 0.057863501483679525, NAIVE_BAYES, NO_FEATURES_SELECTION, UNDER_SAMPLING, 4.0, 4.0, 631.0, 35.0, 0.9474474474474475, 0.9937007874015747, 0.6750252372299617, 0.15353899658659054
BOOKKEEPER, 6, 0.8196896736222579, 0.20463446475195823, 0.057863501483679525, NAIVE_BAYES, NO_FEATURES_SELECTION, SMOTE, 2.0, 1.0, 634.0, 37.0, 0.9448584202682563, 0.9984251968503937, 0.7323844134867757, 0.08769680131082162
BOOKKEEPER, 6, 0.8196896736222579, 0.20463446475195823, 0.057863501483679525, NAIVE_BAYES, BEST_FIRST, NO_SAMPLING, 25.0, 191.0, 444.0, 14.0, 0.9694323144104804, 0.6992125984251969, 0.6511205330102968, 0.10870715124304935
BOOKKEEPER, 6, 0.8196896736222579, 0.20463446475195823, 0.057863501483679525, NAIVE_BAYES, BEST_FIRST, OVER_SAMPLING, 31.0, 579.0, 56.0, 8.0, 0.875, 0.08818897637795275, 0.5271350696547547, -0.01485714872026391
BOOKKEEPER, 6, 0.8196896736222579, 0.20463446475195823, 0.057863501483679525, NAIVE_BAYES, BEST_FIRST, UNDER_SAMPLING, 33.0, 582.0, 53.0, 6.0, 0.8983050847457628, 0.08346456692913386, 0.6571774682010902, -0.00887415802416337
BOOKKEEPER, 6, 0.8196896736222579, 0.20463446475195823, 0.057863501483679525, NAIVE_BAYES, BEST_FIRST, SMOTE, 28.0, 248.0, 387.0, 11.0, 0.9723618090452262, 0.6094488188976378, 0.6761154855643045, 0.08499753645522105
BOOKKEEPER, 6, 0.8196896736222579, 0.20463446475195823, 0.057863501483679525, RANDOM_FOREST, NO_FEATURES_SELECTION, NO_SAMPLING, 13.0, 71.0, 564.0, 26.0, 0.9559322033898305, 0.8881889763779528, 0.8168988491823137, 0.1437066142763588
BOOKKEEPER, 6, 0.8196896736222579, 0.20463446475195823, 0.057863501483679525, RANDOM_FOREST, NO_FEATURES_SELECTION, OVER_SAMPLING, 16.0, 59.0, 576.0, 23.0, 0.9616026711185309, 0.9070866141732283, 0.7266505148394912, 0.22142394274927452
BOOKKEEPER, 6, 0.8196896736222579, 0.20463446475195823, 0.057863501483679525, RANDOM_FOREST, NO_FEATURES_SELECTION, UNDER_SAMPLING, 28.0, 167.0, 468.0, 11.0, 0.9770354906054279, 0.7370078740157481, 0.7610135271552594, 0.15812667536805466
BOOKKEEPER, 6, 0.8196896736222579, 0.20463446475195823, 0.057863501483679525, RANDOM_FOREST, NO_FEATURES_SELECTION, SMOTE, 15.0, 73.0, 562.0, 24.0, 0.9590443686006825, 0.8850393700787401, 0.8157076519281243, 0.16963446541519533
BOOKKEEPER, 6, 0.8196896736222579, 0.20463446475195823, 0.057863501483679525, RANDOM_FOREST, BEST_FIRST, NO_SAMPLING, 16.0, 67.0, 568.0, 23.0, 0.961082910321489, 0.8944881889763779, 0.7757116898849182, 0.19925020460965814
BOOKKEEPER, 6, 0.8196896736222579, 0.20463446475195823, 0.057863501483679525, RANDOM_FOREST, BEST_FIRST, OVER_SAMPLING, 18.0, 70.0, 565.0, 21.0, 0.9641638225255973, 0.889763779527559, 0.6463153644256007, 0.2209972819874511
BOOKKEEPER, 6, 0.8196896736222579, 0.20463446475195823, 0.057863501483679525, RANDOM_FOREST, BEST_FIRST, UNDER_SAMPLING, 27.0, 188.0, 447.0, 12.0, 0.9738562091503268, 0.7039370078740157, 0.7322632747829598, 0.12708999779829822
BOOKKEEPER, 6, 0.8196896736222579, 0.20463446475195823, 0.057863501483679525, RANDOM_FOREST, BEST_FIRST, SMOTE, 15.0, 78.0, 557.0, 24.0, 0.9586919104991394, 0.8771653543307086, 0.7795073692711488, 0.15867537998384584
BOOKKEEPER, 6, 0.8196896736222579, 0.20463446475195823, 0.057863501483679525, IBK, NO_FEATURES_SELECTION, NO_SAMPLING, 13.0, 74.0, 561.0, 26.0, 0.9557069846678024, 0.8834645669291339, 0.6089238845144357, 0.13742353272415478
BOOKKEEPER, 6, 0.8196896736222579, 0.20463446475195823, 0.057863501483679525, IBK, NO_FEATURES_SELECTION, OVER_SAMPLING, 5.0, 32.0, 603.0, 34.0, 0.9466248037676609, 0.9496062992125984, 0.4840500706642439, 0.07973023294302552
BOOKKEEPER, 6, 0.8196896736222579, 0.20463446475195823, 0.057863501483679525, IBK, NO_FEATURES_SELECTION, UNDER_SAMPLING, 22.0, 141.0, 494.0, 17.0, 0.9667318982387475, 0.7779527559055118, 0.6418332323844135, 0.13725553737219906
BOOKKEEPER, 6, 0.8196896736222579, 0.20463446475195823, 0.057863501483679525, IBK, NO_FEATURES_SELECTION, SMOTE, 14.0, 75.0, 560.0, 25.0, 0.9572649572649573, 0.8818897637795275, 0.6208560468402988, 0.15038446993571136
BOOKKEEPER, 6, 0.8196896736222579, 0.20463446475195823, 0.057863501483679525, IBK, BEST_FIRST, NO_SAMPLING, 17.0, 86.0, 549.0, 22.0, 0.9614711033274956, 0.8645669291338582, 0.7743791641429437, 0.1697424550037639
BOOKKEEPER, 6, 0.8196896736222579, 0.20463446475195823, 0.057863501483679525, IBK, BEST_FIRST, OVER_SAMPLING, 18.0, 92.0, 543.0, 21.0, 0.9627659574468085, 0.8551181102362204, 0.5993943064809206, 0.17076410513250445
BOOKKEEPER, 6, 0.8196896736222579, 0.20463446475195823, 0.057863501483679525, IBK, BEST_FIRST, UNDER_SAMPLING, 30.0, 196.0, 439.0, 9.0, 0.9799107142857143, 0.6913385826771653, 0.7387845750050475, 0.14170528382055136
BOOKKEEPER, 6, 0.8196896736222579, 0.20463446475195823, 0.057863501483679525, IBK, BEST_FIRST, SMOTE, 17.0, 92.0, 543.0, 22.0, 0.9610619469026549, 0.8551181102362204, 0.7712699374116697, 0.15796164383561664
BOOKKEEPER, 7, 0.8426510369702435, 0.1781701444622793, 0.6074498567335244, NAIVE_BAYES, NO_FEATURES_SELECTION, NO_SAMPLING, 0.0, 8.0, 266.0, 424.0, 0.3855072463768116, 0.9708029197080292, 0.4280100881421292, -0.023015959179242193
BOOKKEEPER, 7, 0.8426510369702435, 0.1781701444622793, 0.6074498567335244, NAIVE_BAYES, NO_FEATURES_SELECTION, OVER_SAMPLING, 2.0, 24.0, 250.0, 422.0, 0.37202380952380953, 0.9124087591240876, 0.4601466740118441, -0.06593346390368839
BOOKKEEPER, 7, 0.8426510369702435, 0.1781701444622793, 0.6074498567335244, NAIVE_BAYES, NO_FEATURES_SELECTION, UNDER_SAMPLING, 0.0, 3.0, 271.0, 424.0, 0.3899280575539568, 0.9890510948905109, 0.47932877702795756, -0.008609078787960843
BOOKKEEPER, 7, 0.8426510369702435, 0.1781701444622793, 0.6074498567335244, NAIVE_BAYES, NO_FEATURES_SELECTION, SMOTE, 0.0, 7.0, 267.0, 424.0, 0.38639652677279307, 0.9744525547445255, 0.42455412477620164, -0.02012872072756374
BOOKKEEPER, 7, 0.8426510369702435, 0.1781701444622793, 0.6074498567335244, NAIVE_BAYES, BEST_FIRST, NO_SAMPLING, 8.0, 7.0, 267.0, 416.0, 0.39092240117130306, 0.9744525547445255, 0.46398998071890923, -0.005284267727151983
BOOKKEEPER, 7, 0.8426510369702435, 0.1781701444622793, 0.6074498567335244, NAIVE_BAYES, BEST_FIRST, OVER_SAMPLING, 6.0, 30.0, 244.0, 418.0, 0.3685800604229607, 0.8905109489051095, 0.46425251342790247, -0.0762410859329827
BOOKKEEPER, 7, 0.8426510369702435, 0.1781701444622793, 0.6074498567335244, NAIVE_BAYES, BEST_FIRST, UNDER_SAMPLING, 93.0, 50.0, 224.0, 331.0, 0.4036036036036036, 0.8175182481751825, 0.5336084905660378, 0.03119831549496904
BOOKKEEPER, 7, 0.8426510369702435, 0.1781701444622793, 0.6074498567335244, NAIVE_BAYES, BEST_FIRST, SMOTE, 21.0, 28.0, 246.0, 403.0, 0.3790446841294299, 0.8978102189781022, 0.45732767525134277, -0.04239748858289267
BOOKKEEPER, 7, 0.8426510369702435, 0.1781701444622793, 0.6074498567335244, RANDOM_FOREST, NO_FEATURES_SELECTION, NO_SAMPLING, 32.0, 18.0, 256.0, 392.0, 0.3950617283950617, 0.9343065693430657, 0.3197390166643713, 0.007876527117163381
BOOKKEEPER, 7, 0.8426510369702435, 0.1781701444622793, 0.6074498567335244, RANDOM_FOREST, NO_FEATURES_SELECTION, OVER_SAMPLING, 39.0, 70.0, 204.0, 385.0, 0.3463497453310696, 0.7445255474452555, 0.3650452761327641, -0.1358645503251049
BOOKKEEPER, 7, 0.8426510369702435, 0.1781701444622793, 0.6074498567335244, RANDOM_FOREST, NO_FEATURES_SELECTION, UNDER_SAMPLING, 93.0, 105.0, 169.0, 331.0, 0.338, 0.6167883211678832, 0.39507299270072993, -0.1430073764704114
BOOKKEEPER, 7, 0.8426510369702435, 0.1781701444622793, 0.6074498567335244, RANDOM_FOREST, NO_FEATURES_SELECTION, SMOTE, 38.0, 25.0, 249.0, 386.0, 0.3921259842519685, 0.9087591240875912, 0.3399497314419501, -0.0013123817634780545
BOOKKEEPER, 7, 0.8426510369702435, 0.1781701444622793, 0.6074498567335244, RANDOM_FOREST, BEST_FIRST, NO_SAMPLING, 36.0, 13.0, 261.0, 388.0, 0.40215716486902925, 0.9525547445255474, 0.3711480856631318, 0.030159181156055717
BOOKKEEPER, 7, 0.8426510369702435, 0.1781701444622793, 0.6074498567335244, RANDOM_FOREST, BEST_FIRST, OVER_SAMPLING, 20.0, 45.0, 229.0, 404.0, 0.3617693522906793, 0.8357664233576643, 0.3652733783225451, -0.09503777052571262
BOOKKEEPER, 7, 0.8426510369702435, 0.1781701444622793, 0.6074498567335244, RANDOM_FOREST, BEST_FIRST, UNDER_SAMPLING, 98.0, 86.0, 188.0, 326.0, 0.3657587548638132, 0.6861313868613139, 0.4539577881834458, -0.07163725256379677
BOOKKEEPER, 7, 0.8426510369702435, 0.1781701444622793, 0.6074498567335244, RANDOM_FOREST, BEST_FIRST, SMOTE, 37.0, 18.0, 256.0, 387.0, 0.39813374805598756, 0.9343065693430657, 0.37067896983886517, 0.017420803470257446
BOOKKEEPER, 7, 0.8426510369702435, 0.1781701444622793, 0.6074498567335244, IBK, NO_FEATURES_SELECTION, NO_SAMPLING, 38.0, 11.0, 263.0, 386.0, 0.4052388289676425, 0.9598540145985401, 0.524738328053987, 0.03983340378791558
BOOKKEEPER, 7, 0.8426510369702435, 0.1781701444622793, 0.6074498567335244, IBK, NO_FEATURES_SELECTION, OVER_SAMPLING, 15.0, 21.0, 253.0, 409.0, 0.3821752265861027, 0.9233576642335767, 0.43942810907588487, -0.03299925658746108
BOOKKEEPER, 7, 0.8426510369702435, 0.1781701444622793, 0.6074498567335244, IBK, NO_FEATURES_SELECTION, UNDER_SAMPLING, 94.0, 78.0, 196.0, 330.0, 0.3726235741444867, 0.7153284671532847, 0.48656348987742737, -0.05416210133554448
BOOKKEEPER, 7, 0.8426510369702435, 0.1781701444622793, 0.6074498567335244, IBK, NO_FEATURES_SELECTION, SMOTE, 38.0, 12.0, 262.0, 386.0, 0.404320987654321, 0.9562043795620438, 0.5226724969012533, 0.0369142872991
BOOKKEEPER, 7, 0.8426510369702435, 0.1781701444622793, 0.6074498567335244, IBK, BEST_FIRST, NO_SAMPLING, 39.0, 12.0, 262.0, 385.0, 0.40494590417310666, 0.9562043795620438, 0.5240927558187577, 0.03883427794465526
BOOKKEEPER, 7, 0.8426510369702435, 0.1781701444622793, 0.6074498567335244, IBK, BEST_FIRST, OVER_SAMPLING, 22.0, 43.0, 231.0, 402.0, 0.36492890995260663, 0.843065693430657, 0.4652423908552541, -0.08528242290410273
BOOKKEEPER, 7, 0.8426510369702435, 0.1781701444622793, 0.6074498567335244, IBK, BEST_FIRST, UNDER_SAMPLING, 95.0, 66.0, 208.0, 329.0, 0.38733705772811916, 0.7591240875912408, 0.5157476587246935, -0.014378113479665302
BOOKKEEPER, 7, 0.8426510369702435, 0.1781701444622793, 0.6074498567335244, IBK, BEST_FIRST, SMOTE, 39.0, 12.0, 262.0, 385.0, 0.40494590417310666, 0.9562043795620438, 0.5242476931552128, 0.03883427794465526
BOOKKEEPER, 8, 0.8637071651090342, 0.24594229035166817, 0.5714285714285714, NAIVE_BAYES, NO_FEATURES_SELECTION, NO_SAMPLING, 14.0, 10.0, 290.0, 386.0, 0.4289940828402367, 0.9666666666666667, 0.5244, 0.0014409221902017464
BOOKKEEPER, 8, 0.8637071651090342, 0.24594229035166817, 0.5714285714285714, NAIVE_BAYES, NO_FEATURES_SELECTION, OVER_SAMPLING, 318.0, 289.0, 11.0, 82.0, 0.11827956989247312, 0.03666666666666667, 0.4587, -0.1842225262197902
BOOKKEEPER, 8, 0.8637071651090342, 0.24594229035166817, 0.5714285714285714, NAIVE_BAYES, NO_FEATURES_SELECTION, UNDER_SAMPLING, 17.0, 14.0, 286.0, 383.0, 0.42750373692077726, 0.9533333333333334, 0.5192458333333333, -0.0036114120621162323
BOOKKEEPER, 8, 0.8637071651090342, 0.24594229035166817, 0.5714285714285714, NAIVE_BAYES, NO_FEATURES_SELECTION, SMOTE, 57.0, 58.0, 242.0, 343.0, 0.41367521367521365, 0.8066666666666666, 0.5073083333333334, -0.045437616387336996
BOOKKEEPER, 8, 0.8637071651090342, 0.24594229035166817, 0.5714285714285714, NAIVE_BAYES, BEST_FIRST, NO_SAMPLING, 79.0, 118.0, 182.0, 321.0, 0.36182902584493043, 0.6066666666666667, 0.48440833333333333, -0.18056089127929317
BOOKKEEPER, 8, 0.8637071651090342, 0.24594229035166817, 0.5714285714285714, NAIVE_BAYES, BEST_FIRST, OVER_SAMPLING, 324.0, 300.0, 0.0, 76.0, 0.0, 0.0, 0.323475, -0.20955882352941177
BOOKKEEPER, 8, 0.8637071651090342, 0.24594229035166817, 0.5714285714285714, NAIVE_BAYES, BEST_FIRST, UNDER_SAMPLING, 317.0, 262.0, 38.0, 83.0, 0.3140495867768595, 0.12666666666666668, 0.4991333333333333, -0.0873480414227826
BOOKKEEPER, 8, 0.8637071651090342, 0.24594229035166817, 0.5714285714285714, NAIVE_BAYES, BEST_FIRST, SMOTE, 225.0, 142.0, 158.0, 175.0, 0.4744744744744745, 0.5266666666666666, 0.4753875, 0.08795725441841343
BOOKKEEPER, 8, 0.8637071651090342, 0.24594229035166817, 0.5714285714285714, RANDOM_FOREST, NO_FEATURES_SELECTION, NO_SAMPLING, 370.0, 27.0, 273.0, 30.0, 0.900990099009901, 0.91, 0.9580666666666666, 0.8339575530586767
BOOKKEEPER, 8, 0.8637071651090342, 0.24594229035166817, 0.5714285714285714, RANDOM_FOREST, NO_FEATURES_SELECTION, OVER_SAMPLING, 383.0, 293.0, 7.0, 17.0, 0.2916666666666667, 0.023333333333333334, 0.45337083333333333, -0.021657250470809797
BOOKKEEPER, 8, 0.8637071651090342, 0.24594229035166817, 0.5714285714285714, RANDOM_FOREST, NO_FEATURES_SELECTION, UNDER_SAMPLING, 389.0, 111.0, 189.0, 11.0, 0.945, 0.63, 0.8539666666666667, 0.6286956521739131
BOOKKEEPER, 8, 0.8637071651090342, 0.24594229035166817, 0.5714285714285714, RANDOM_FOREST, NO_FEATURES_SELECTION, SMOTE, 382.0, 30.0, 270.0, 18.0, 0.9375, 0.9, 0.9429416666666667, 0.8592964824120602
BOOKKEEPER, 8, 0.8637071651090342, 0.24594229035166817, 0.5714285714285714, RANDOM_FOREST, BEST_FIRST, NO_SAMPLING, 390.0, 25.0, 275.0, 10.0, 0.9649122807017544, 0.9166666666666666, 0.9398333333333333, 0.8972746331236896
BOOKKEEPER, 8, 0.8637071651090342, 0.24594229035166817, 0.5714285714285714, RANDOM_FOREST, BEST_FIRST, OVER_SAMPLING, 383.0, 285.0, 15.0, 17.0, 0.46875, 0.05, 0.5281333333333333, 0.008442776735459763
BOOKKEEPER, 8, 0.8637071651090342, 0.24594229035166817, 0.5714285714285714, RANDOM_FOREST, BEST_FIRST, UNDER_SAMPLING, 400.0, 129.0, 171.0, 0.0, 1.0, 0.57, 0.8838833333333334, 0.6023778071334215
BOOKKEEPER, 8, 0.8637071651090342, 0.24594229035166817, 0.5714285714285714, RANDOM_FOREST, BEST_FIRST, SMOTE, 396.0, 24.0, 276.0, 4.0, 0.9857142857142858, 0.92, 0.93815, 0.9176470588235294
BOOKKEEPER, 8, 0.8637071651090342, 0.24594229035166817, 0.5714285714285714, IBK, NO_FEATURES_SELECTION, NO_SAMPLING, 366.0, 29.0, 271.0, 34.0, 0.8885245901639345, 0.9033333333333333, 0.9106916666666667, 0.8166320166320167
BOOKKEEPER, 8, 0.8637071651090342, 0.24594229035166817, 0.5714285714285714, IBK, NO_FEATURES_SELECTION, OVER_SAMPLING, 305.0, 286.0, 14.0, 95.0, 0.12844036697247707, 0.04666666666666667, 0.3864, -0.2073336351290177
BOOKKEEPER, 8, 0.8637071651090342, 0.24594229035166817, 0.5714285714285714, IBK, NO_FEATURES_SELECTION, UNDER_SAMPLING, 383.0, 93.0, 207.0, 17.0, 0.9241071428571429, 0.69, 0.8812, 0.6686746987951807
BOOKKEEPER, 8, 0.8637071651090342, 0.24594229035166817, 0.5714285714285714, IBK, NO_FEATURES_SELECTION, SMOTE, 367.0, 31.0, 269.0, 33.0, 0.890728476821192, 0.8966666666666666, 0.9098625, 0.813488759367194
BOOKKEEPER, 8, 0.8637071651090342, 0.24594229035166817, 0.5714285714285714, IBK, BEST_FIRST, NO_SAMPLING, 382.0, 26.0, 274.0, 18.0, 0.9383561643835616, 0.9133333333333333, 0.9390166666666667, 0.87123745819398
BOOKKEEPER, 8, 0.8637071651090342, 0.24594229035166817, 0.5714285714285714, IBK, BEST_FIRST, OVER_SAMPLING, 385.0, 285.0, 15.0, 15.0, 0.5, 0.05, 0.5850833333333333, 0.014084507042253435
BOOKKEEPER, 8, 0.8637071651090342, 0.24594229035166817, 0.5714285714285714, IBK, BEST_FIRST, UNDER_SAMPLING, 395.0, 102.0, 198.0, 5.0, 0.9753694581280788, 0.66, 0.909375, 0.6747720364741643
BOOKKEEPER, 8, 0.8637071651090342, 0.24594229035166817, 0.5714285714285714, IBK, BEST_FIRST, SMOTE, 382.0, 26.0, 274.0, 18.0, 0.9383561643835616, 0.9133333333333333, 0.9339625, 0.87123745819398
