Dataset, #TrainingRelease, %training, %Defective in training, %Defective in testing, Classifier, Feature Selection, Balancing, TP, FP, TN, FN, Precision, Recall, ROC Area, Kappa
OPENJPA, 9, 0.8514810609970069, 0.03612121212121212, 0.04065323141070187, IBK, BEST_FIRST, OVER_SAMPLING, 2447.0, 45.0, 72.0, 314.0, 0.18652849740932642, 0.6153846153846154, 0.7522745072545869, 0.23878701254687568
OPENJPA, 9, 0.8514810609970069, 0.03612121212121212, 0.04065323141070187, IBK, BEST_FIRST, UNDER_SAMPLING, 2412.0, 29.0, 88.0, 349.0, 0.20137299771167047, 0.7521367521367521, 0.8104427666180655, 0.27093048036596756
OPENJPA, 9, 0.8514810609970069, 0.03612121212121212, 0.04065323141070187, IBK, BEST_FIRST, SMOTE, 2654.0, 66.0, 51.0, 107.0, 0.3227848101265823, 0.4358974358974359, 0.8141528679377285, 0.34008148680279593
OPENJPA, 10, 0.8593729211938446, 0.03679430281762824, 0.037527593818984545, NAIVE_BAYES, NO_FEATURES_SELECTION, NO_SAMPLING, 2930.0, 102.0, 17.0, 122.0, 0.1223021582733813, 0.14285714285714285, 0.7626160555965505, 0.09519563434033623
OPENJPA, 10, 0.8593729211938446, 0.03679430281762824, 0.037527593818984545, NAIVE_BAYES, NO_FEATURES_SELECTION, OVER_SAMPLING, 1593.0, 36.0, 83.0, 1459.0, 0.05382619974059663, 0.6974789915966386, 0.7152108549841956, 0.032528339083292196
OPENJPA, 10, 0.8593729211938446, 0.03679430281762824, 0.037527593818984545, NAIVE_BAYES, NO_FEATURES_SELECTION, UNDER_SAMPLING, 2716.0, 87.0, 32.0, 336.0, 0.08695652173913043, 0.2689075630252101, 0.7698024163793958, 0.07919307637230362
OPENJPA, 10, 0.8593729211938446, 0.03679430281762824, 0.037527593818984545, NAIVE_BAYES, NO_FEATURES_SELECTION, SMOTE, 2927.0, 102.0, 17.0, 125.0, 0.11971830985915492, 0.14285714285714285, 0.7762233333700452, 0.09324103875490561
OPENJPA, 10, 0.8593729211938446, 0.03679430281762824, 0.037527593818984545, NAIVE_BAYES, BEST_FIRST, NO_SAMPLING, 3013.0, 100.0, 19.0, 39.0, 0.3275862068965517, 0.15966386554621848, 0.7837180743857176, 0.19488805636179862
OPENJPA, 10, 0.8593729211938446, 0.03679430281762824, 0.037527593818984545, NAIVE_BAYES, BEST_FIRST, OVER_SAMPLING, 1627.0, 36.0, 83.0, 1425.0, 0.055039787798408485, 0.6974789915966386, 0.7011093428196967, 0.034889808227088454
OPENJPA, 10, 0.8593729211938446, 0.03679430281762824, 0.037527593818984545, NAIVE_BAYES, BEST_FIRST, UNDER_SAMPLING, 1943.0, 32.0, 87.0, 1109.0, 0.07274247491638795, 0.7310924369747899, 0.7911315902507792, 0.06874931310143058
OPENJPA, 10, 0.8593729211938446, 0.03679430281762824, 0.037527593818984545, NAIVE_BAYES, BEST_FIRST, SMOTE, 2985.0, 76.0, 43.0, 67.0, 0.39090909090909093, 0.36134453781512604, 0.792959844488254, 0.35219056571697177
OPENJPA, 10, 0.8593729211938446, 0.03679430281762824, 0.037527593818984545, RANDOM_FOREST, NO_FEATURES_SELECTION, NO_SAMPLING, 3037.0, 57.0, 62.0, 15.0, 0.8051948051948052, 0.5210084033613446, 0.9657257398372193, 0.621492398746663
OPENJPA, 10, 0.8593729211938446, 0.03679430281762824, 0.037527593818984545, RANDOM_FOREST, NO_FEATURES_SELECTION, OVER_SAMPLING, 2485.0, 36.0, 83.0, 567.0, 0.1276923076923077, 0.6974789915966386, 0.813566252188949, 0.1627489984889212
OPENJPA, 10, 0.8593729211938446, 0.03679430281762824, 0.037527593818984545, RANDOM_FOREST, NO_FEATURES_SELECTION, UNDER_SAMPLING, 2519.0, 7.0, 112.0, 533.0, 0.17364341085271318, 0.9411764705882353, 0.938061004218201, 0.24537731134432753
OPENJPA, 10, 0.8593729211938446, 0.03679430281762824, 0.037527593818984545, RANDOM_FOREST, NO_FEATURES_SELECTION, SMOTE, 3039.0, 55.0, 64.0, 13.0, 0.8311688311688312, 0.5378151260504201, 0.9581208630241087, 0.6425205988162934
OPENJPA, 10, 0.8593729211938446, 0.03679430281762824, 0.037527593818984545, RANDOM_FOREST, BEST_FIRST, NO_SAMPLING, 3022.0, 67.0, 52.0, 30.0, 0.6341463414634146, 0.4369747899159664, 0.9223694064781877, 0.5021696029003572
OPENJPA, 10, 0.8593729211938446, 0.03679430281762824, 0.037527593818984545, RANDOM_FOREST, BEST_FIRST, OVER_SAMPLING, 2577.0, 39.0, 80.0, 475.0, 0.14414414414414414, 0.6722689075630253, 0.8168414154652687, 0.18715177411922407
OPENJPA, 10, 0.8593729211938446, 0.03679430281762824, 0.037527593818984545, RANDOM_FOREST, BEST_FIRST, UNDER_SAMPLING, 2525.0, 9.0, 110.0, 527.0, 0.1726844583987441, 0.9243697478991597, 0.9380899148650286, 0.2431407998503788
OPENJPA, 10, 0.8593729211938446, 0.03679430281762824, 0.037527593818984545, RANDOM_FOREST, BEST_FIRST, SMOTE, 3018.0, 63.0, 56.0, 34.0, 0.6222222222222222, 0.47058823529411764, 0.9179323105388945, 0.520383771570779
OPENJPA, 10, 0.8593729211938446, 0.03679430281762824, 0.037527593818984545, IBK, NO_FEATURES_SELECTION, NO_SAMPLING, 3026.0, 28.0, 91.0, 26.0, 0.7777777777777778, 0.7647058823529411, 0.8361344537815126, 0.7623433401340721
OPENJPA, 10, 0.8593729211938446, 0.03679430281762824, 0.037527593818984545, IBK, NO_FEATURES_SELECTION, OVER_SAMPLING, 2613.0, 44.0, 75.0, 439.0, 0.14591439688715954, 0.6302521008403361, 0.7474118087602013, 0.18744545498434692
OPENJPA, 10, 0.8593729211938446, 0.03679430281762824, 0.037527593818984545, IBK, NO_FEATURES_SELECTION, UNDER_SAMPLING, 2818.0, 24.0, 95.0, 234.0, 0.2887537993920973, 0.7983193277310925, 0.8429215722986443, 0.3905130424806263
OPENJPA, 10, 0.8593729211938446, 0.03679430281762824, 0.037527593818984545, IBK, NO_FEATURES_SELECTION, SMOTE, 2937.0, 28.0, 91.0, 115.0, 0.441747572815534, 0.7647058823529411, 0.8208214478451932, 0.5380221222213506
OPENJPA, 10, 0.8593729211938446, 0.03679430281762824, 0.037527593818984545, IBK, BEST_FIRST, NO_SAMPLING, 2971.0, 59.0, 60.0, 81.0, 0.425531914893617, 0.5042016806722689, 0.841682544577464, 0.4386915193032763
OPENJPA, 10, 0.8593729211938446, 0.03679430281762824, 0.037527593818984545, IBK, BEST_FIRST, OVER_SAMPLING, 2695.0, 43.0, 76.0, 357.0, 0.17551963048498845, 0.6386554621848739, 0.7897425025055894, 0.23003050982858367
OPENJPA, 10, 0.8593729211938446, 0.03679430281762824, 0.037527593818984545, IBK, BEST_FIRST, UNDER_SAMPLING, 2600.0, 10.0, 109.0, 452.0, 0.19429590017825313, 0.9159663865546218, 0.8960015198740047, 0.2757417827702915
OPENJPA, 10, 0.8593729211938446, 0.03679430281762824, 0.037527593818984545, IBK, BEST_FIRST, SMOTE, 2959.0, 53.0, 66.0, 93.0, 0.41509433962264153, 0.5546218487394958, 0.8431487273808606, 0.4512644364794908
OPENJPA, 11, 0.8596645062905071, 0.036897423389063815, 0.04047813094267862, NAIVE_BAYES, NO_FEATURES_SELECTION, NO_SAMPLING, 3459.0, 132.0, 17.0, 73.0, 0.18888888888888888, 0.11409395973154363, 0.8700395995956433, 0.11528843211530936
OPENJPA, 11, 0.8596645062905071, 0.036897423389063815, 0.04047813094267862, NAIVE_BAYES, NO_FEATURES_SELECTION, OVER_SAMPLING, 3432.0, 130.0, 19.0, 100.0, 0.15966386554621848, 0.12751677852348994, 0.8381224015140575, 0.10979069361523994
OPENJPA, 11, 0.8596645062905071, 0.036897423389063815, 0.04047813094267862, NAIVE_BAYES, NO_FEATURES_SELECTION, UNDER_SAMPLING, 3330.0, 107.0, 42.0, 202.0, 0.1721311475409836, 0.28187919463087246, 0.8921519073931913, 0.17212925634006632
OPENJPA, 11, 0.8596645062905071, 0.036897423389063815, 0.04047813094267862, NAIVE_BAYES, NO_FEATURES_SELECTION, SMOTE, 3456.0, 129.0, 20.0, 76.0, 0.20833333333333334, 0.1342281879194631, 0.8837227420249759, 0.13585315326766972
OPENJPA, 11, 0.8596645062905071, 0.036897423389063815, 0.04047813094267862, NAIVE_BAYES, BEST_FIRST, NO_SAMPLING, 3488.0, 125.0, 24.0, 44.0, 0.35294117647058826, 0.1610738255033557, 0.8648758807299702, 0.20092663834772176
OPENJPA, 11, 0.8596645062905071, 0.036897423389063815, 0.04047813094267862, NAIVE_BAYES, BEST_FIRST, OVER_SAMPLING, 3107.0, 35.0, 114.0, 425.0, 0.21150278293135436, 0.7651006711409396, 0.8612408506692407, 0.2861184212190536
OPENJPA, 11, 0.8596645062905071, 0.036897423389063815, 0.04047813094267862, NAIVE_BAYES, BEST_FIRST, UNDER_SAMPLING, 667.0, 0.0, 149.0, 2865.0, 0.049435965494359656, 1.0, 0.9465994512301718, 0.018498755355016747
OPENJPA, 11, 0.8596645062905071, 0.036897423389063815, 0.04047813094267862, NAIVE_BAYES, BEST_FIRST, SMOTE, 3434.0, 103.0, 46.0, 98.0, 0.3194444444444444, 0.3087248322147651, 0.8804667963851117, 0.28556778976092634
OPENJPA, 11, 0.8596645062905071, 0.036897423389063815, 0.04047813094267862, RANDOM_FOREST, NO_FEATURES_SELECTION, NO_SAMPLING, 3508.0, 77.0, 72.0, 24.0, 0.75, 0.48322147651006714, 0.9644819749633267, 0.574249602341632
OPENJPA, 11, 0.8596645062905071, 0.036897423389063815, 0.04047813094267862, RANDOM_FOREST, NO_FEATURES_SELECTION, OVER_SAMPLING, 2755.0, 13.0, 136.0, 777.0, 0.14895947426067907, 0.912751677852349, 0.8986514475514377, 0.20047520749774278
OPENJPA, 11, 0.8596645062905071, 0.036897423389063815, 0.04047813094267862, RANDOM_FOREST, NO_FEATURES_SELECTION, UNDER_SAMPLING, 2668.0, 2.0, 147.0, 864.0, 0.14540059347181009, 0.9865771812080537, 0.9533450637317868, 0.19677464709946518
OPENJPA, 11, 0.8596645062905071, 0.036897423389063815, 0.04047813094267862, RANDOM_FOREST, NO_FEATURES_SELECTION, SMOTE, 3505.0, 76.0, 73.0, 27.0, 0.73, 0.4899328859060403, 0.9648781609370131, 0.5724444584779126
OPENJPA, 11, 0.8596645062905071, 0.036897423389063815, 0.04047813094267862, RANDOM_FOREST, BEST_FIRST, NO_SAMPLING, 3487.0, 98.0, 51.0, 45.0, 0.53125, 0.3422818791946309, 0.9332174861477422, 0.3972048825233019
OPENJPA, 11, 0.8596645062905071, 0.036897423389063815, 0.04047813094267862, RANDOM_FOREST, BEST_FIRST, OVER_SAMPLING, 2807.0, 15.0, 134.0, 725.0, 0.1559953434225844, 0.8993288590604027, 0.9096458458428025, 0.2114729165086585
OPENJPA, 11, 0.8596645062905071, 0.036897423389063815, 0.04047813094267862, RANDOM_FOREST, BEST_FIRST, UNDER_SAMPLING, 2846.0, 5.0, 144.0, 686.0, 0.17349397590361446, 0.9664429530201343, 0.9516149566380627, 0.2421636064556861
OPENJPA, 11, 0.8596645062905071, 0.036897423389063815, 0.04047813094267862, RANDOM_FOREST, BEST_FIRST, SMOTE, 3481.0, 97.0, 52.0, 51.0, 0.5048543689320388, 0.348993288590604, 0.929375337280625, 0.39259999241848165
OPENJPA, 11, 0.8596645062905071, 0.036897423389063815, 0.04047813094267862, IBK, NO_FEATURES_SELECTION, NO_SAMPLING, 3484.0, 48.0, 101.0, 48.0, 0.6778523489932886, 0.6778523489932886, 0.8288828125593803, 0.6642623150182035
OPENJPA, 11, 0.8596645062905071, 0.036897423389063815, 0.04047813094267862, IBK, NO_FEATURES_SELECTION, OVER_SAMPLING, 3019.0, 37.0, 112.0, 513.0, 0.1792, 0.7516778523489933, 0.7718776364893932, 0.23970386549118197
OPENJPA, 11, 0.8596645062905071, 0.036897423389063815, 0.04047813094267862, IBK, NO_FEATURES_SELECTION, UNDER_SAMPLING, 2966.0, 17.0, 132.0, 566.0, 0.18911174785100288, 0.8859060402684564, 0.8385489902483145, 0.2624851235633475
OPENJPA, 11, 0.8596645062905071, 0.036897423389063815, 0.04047813094267862, IBK, NO_FEATURES_SELECTION, SMOTE, 3483.0, 48.0, 101.0, 49.0, 0.6733333333333333, 0.6778523489932886, 0.8290186748956805, 0.6618519034130461
OPENJPA, 11, 0.8596645062905071, 0.036897423389063815, 0.04047813094267862, IBK, BEST_FIRST, NO_SAMPLING, 3388.0, 98.0, 51.0, 144.0, 0.26153846153846155, 0.3422818791946309, 0.8510711272583551, 0.26267512254232467
OPENJPA, 11, 0.8596645062905071, 0.036897423389063815, 0.04047813094267862, IBK, BEST_FIRST, OVER_SAMPLING, 2988.0, 29.0, 120.0, 544.0, 0.18072289156626506, 0.8053691275167785, 0.78248534966975, 0.24530294144693277
OPENJPA, 11, 0.8596645062905071, 0.036897423389063815, 0.04047813094267862, IBK, BEST_FIRST, UNDER_SAMPLING, 2822.0, 22.0, 127.0, 710.0, 0.15173237753882915, 0.8523489932885906, 0.8356056229905675, 0.202822451805304
OPENJPA, 11, 0.8596645062905071, 0.036897423389063815, 0.04047813094267862, IBK, BEST_FIRST, SMOTE, 3360.0, 93.0, 56.0, 172.0, 0.24561403508771928, 0.37583892617449666, 0.8504801735997629, 0.2608954586060088
OPENJPA, 12, 0.8741585016330067, 0.03736179946626001, 0.05534957627118644, NAIVE_BAYES, NO_FEATURES_SELECTION, NO_SAMPLING, 3508.0, 197.0, 12.0, 59.0, 0.16901408450704225, 0.05741626794258373, 0.7598715229851523, 0.059308954244931135
OPENJPA, 12, 0.8741585016330067, 0.03736179946626001, 0.05534957627118644, NAIVE_BAYES, NO_FEATURES_SELECTION, OVER_SAMPLING, 3319.0, 79.0, 130.0, 248.0, 0.3439153439153439, 0.6220095693779905, 0.8559254624059193, 0.4001713862661697
OPENJPA, 12, 0.8741585016330067, 0.03736179946626001, 0.05534957627118644, NAIVE_BAYES, NO_FEATURES_SELECTION, UNDER_SAMPLING, 3484.0, 176.0, 33.0, 83.0, 0.28448275862068967, 0.15789473684210525, 0.8297075933966731, 0.1702943551944838
OPENJPA, 12, 0.8741585016330067, 0.03736179946626001, 0.05534957627118644, NAIVE_BAYES, NO_FEATURES_SELECTION, SMOTE, 3505.0, 193.0, 16.0, 62.0, 0.20512820512820512, 0.07655502392344497, 0.7648808924980852, 0.08393809199435193
OPENJPA, 12, 0.8741585016330067, 0.03736179946626001, 0.05534957627118644, NAIVE_BAYES, BEST_FIRST, NO_SAMPLING, 3548.0, 187.0, 22.0, 19.0, 0.5365853658536586, 0.10526315789473684, 0.7636253643513171, 0.16076395407299016
OPENJPA, 12, 0.8741585016330067, 0.03736179946626001, 0.05534957627118644, NAIVE_BAYES, BEST_FIRST, OVER_SAMPLING, 90.0, 27.0, 182.0, 3477.0, 0.04974036622027876, 0.8708133971291866, 0.6059177494926244, -0.011853528871668675
OPENJPA, 12, 0.8741585016330067, 0.03736179946626001, 0.05534957627118644, NAIVE_BAYES, BEST_FIRST, UNDER_SAMPLING, 753.0, 22.0, 187.0, 2814.0, 0.062312562479173605, 0.8947368421052632, 0.821154307896816, 0.014522191144156057
OPENJPA, 12, 0.8741585016330067, 0.03736179946626001, 0.05534957627118644, NAIVE_BAYES, BEST_FIRST, SMOTE, 3491.0, 149.0, 60.0, 76.0, 0.4411764705882353, 0.28708133971291866, 0.7695086404749545, 0.31806798772265554
OPENJPA, 12, 0.8741585016330067, 0.03736179946626001, 0.05534957627118644, RANDOM_FOREST, NO_FEATURES_SELECTION, NO_SAMPLING, 3545.0, 157.0, 52.0, 22.0, 0.7027027027027027, 0.24880382775119617, 0.9155791458921024, 0.34863676137831
OPENJPA, 12, 0.8741585016330067, 0.03736179946626001, 0.05534957627118644, RANDOM_FOREST, NO_FEATURES_SELECTION, OVER_SAMPLING, 3089.0, 31.0, 178.0, 478.0, 0.27134146341463417, 0.8516746411483254, 0.8873418349758485, 0.35763253868942557
OPENJPA, 12, 0.8741585016330067, 0.03736179946626001, 0.05534957627118644, RANDOM_FOREST, NO_FEATURES_SELECTION, UNDER_SAMPLING, 3091.0, 29.0, 180.0, 476.0, 0.27439024390243905, 0.861244019138756, 0.8936416084174041, 0.3626806130415718
OPENJPA, 12, 0.8741585016330067, 0.03736179946626001, 0.05534957627118644, RANDOM_FOREST, NO_FEATURES_SELECTION, SMOTE, 3541.0, 145.0, 64.0, 26.0, 0.7111111111111111, 0.3062200956937799, 0.9194610886877719, 0.4083803980927318
OPENJPA, 12, 0.8741585016330067, 0.03736179946626001, 0.05534957627118644, RANDOM_FOREST, BEST_FIRST, NO_SAMPLING, 3536.0, 157.0, 52.0, 31.0, 0.6265060240963856, 0.24880382775119617, 0.8591823238806551, 0.3352473738128541
OPENJPA, 12, 0.8741585016330067, 0.03736179946626001, 0.05534957627118644, RANDOM_FOREST, BEST_FIRST, OVER_SAMPLING, 3113.0, 35.0, 174.0, 454.0, 0.2770700636942675, 0.8325358851674641, 0.8774994869235939, 0.3628506201501168
OPENJPA, 12, 0.8741585016330067, 0.03736179946626001, 0.05534957627118644, RANDOM_FOREST, BEST_FIRST, UNDER_SAMPLING, 3097.0, 38.0, 171.0, 470.0, 0.2667706708268331, 0.8181818181818182, 0.8451025683330583, 0.3479169258738766
OPENJPA, 12, 0.8741585016330067, 0.03736179946626001, 0.05534957627118644, RANDOM_FOREST, BEST_FIRST, SMOTE, 3517.0, 151.0, 58.0, 50.0, 0.5370370370370371, 0.27751196172248804, 0.8400589937263834, 0.3410797257971537
OPENJPA, 12, 0.8741585016330067, 0.03736179946626001, 0.05534957627118644, IBK, NO_FEATURES_SELECTION, NO_SAMPLING, 3493.0, 118.0, 91.0, 74.0, 0.5515151515151515, 0.4354066985645933, 0.6890683203152771, 0.46027184732001564
OPENJPA, 12, 0.8741585016330067, 0.03736179946626001, 0.05534957627118644, IBK, NO_FEATURES_SELECTION, OVER_SAMPLING, 3154.0, 58.0, 151.0, 413.0, 0.26773049645390073, 0.722488038277512, 0.7478480971907557, 0.33714783220578026
OPENJPA, 12, 0.8741585016330067, 0.03736179946626001, 0.05534957627118644, IBK, NO_FEATURES_SELECTION, UNDER_SAMPLING, 3248.0, 56.0, 153.0, 319.0, 0.3241525423728814, 0.7320574162679426, 0.7705354639753295, 0.4035785288270374
OPENJPA, 12, 0.8741585016330067, 0.03736179946626001, 0.05534957627118644, IBK, NO_FEATURES_SELECTION, SMOTE, 3491.0, 117.0, 92.0, 76.0, 0.5476190476190477, 0.44019138755980863, 0.6912782376462603, 0.4614993556624857
OPENJPA, 12, 0.8741585016330067, 0.03736179946626001, 0.05534957627118644, IBK, BEST_FIRST, NO_SAMPLING, 3495.0, 144.0, 65.0, 72.0, 0.4744525547445255, 0.31100478468899523, 0.7893824706272141, 0.3471050166902814
OPENJPA, 12, 0.8741585016330067, 0.03736179946626001, 0.05534957627118644, IBK, BEST_FIRST, OVER_SAMPLING, 3207.0, 49.0, 160.0, 360.0, 0.3076923076923077, 0.7655502392344498, 0.8068217029307729, 0.3908582030683019
OPENJPA, 12, 0.8741585016330067, 0.03736179946626001, 0.05534957627118644, IBK, BEST_FIRST, UNDER_SAMPLING, 3128.0, 47.0, 162.0, 439.0, 0.26955074875207985, 0.7751196172248804, 0.7878995792102782, 0.34630835858260267
OPENJPA, 12, 0.8741585016330067, 0.03736179946626001, 0.05534957627118644, IBK, BEST_FIRST, SMOTE, 3492.0, 140.0, 69.0, 75.0, 0.4791666666666667, 0.33014354066985646, 0.7921846055616141, 0.3621300882508242
OPENJPA, 13, 0.8890139843564826, 0.039625408251682995, 0.05579284570208222, NAIVE_BAYES, NO_FEATURES_SELECTION, NO_SAMPLING, 3534.0, 209.0, 0.0, 3.0, 0.0, 0.0, 0.8368058514703753, -0.0015815401224352503
OPENJPA, 13, 0.8890139843564826, 0.039625408251682995, 0.05579284570208222, NAIVE_BAYES, NO_FEATURES_SELECTION, OVER_SAMPLING, 3520.0, 208.0, 1.0, 17.0, 0.05555555555555555, 0.004784688995215311, 0.6914863108113409, -3.796786494955824E-5
OPENJPA, 13, 0.8890139843564826, 0.039625408251682995, 0.05579284570208222, NAIVE_BAYES, NO_FEATURES_SELECTION, UNDER_SAMPLING, 3519.0, 207.0, 2.0, 18.0, 0.1, 0.009569377990430622, 0.8881536673822732, 0.007797766617929549
OPENJPA, 13, 0.8890139843564826, 0.039625408251682995, 0.05579284570208222, NAIVE_BAYES, NO_FEATURES_SELECTION, SMOTE, 3535.0, 208.0, 1.0, 2.0, 0.3333333333333333, 0.004784688995215311, 0.8508088789326234, 0.007867342331548394
OPENJPA, 13, 0.8890139843564826, 0.039625408251682995, 0.05579284570208222, NAIVE_BAYES, BEST_FIRST, NO_SAMPLING, 3533.0, 168.0, 41.0, 4.0, 0.9111111111111111, 0.19617224880382775, 0.8365312425175824, 0.3091776976735714
OPENJPA, 13, 0.8890139843564826, 0.039625408251682995, 0.05579284570208222, NAIVE_BAYES, BEST_FIRST, OVER_SAMPLING, 260.0, 2.0, 207.0, 3277.0, 0.05941446613088404, 0.9904306220095693, 0.718979672173726, 0.007637304157342744
OPENJPA, 13, 0.8890139843564826, 0.039625408251682995, 0.05579284570208222, NAIVE_BAYES, BEST_FIRST, UNDER_SAMPLING, 909.0, 5.0, 204.0, 2628.0, 0.07203389830508475, 0.9760765550239234, 0.895796048066036, 0.0337576816182903
OPENJPA, 13, 0.8890139843564826, 0.039625408251682995, 0.05579284570208222, NAIVE_BAYES, BEST_FIRST, SMOTE, 3485.0, 115.0, 94.0, 52.0, 0.6438356164383562, 0.44976076555023925, 0.8492532124512839, 0.5069506510866159
OPENJPA, 13, 0.8890139843564826, 0.039625408251682995, 0.05579284570208222, RANDOM_FOREST, NO_FEATURES_SELECTION, NO_SAMPLING, 3520.0, 113.0, 96.0, 17.0, 0.8495575221238938, 0.45933014354066987, 0.9487164398775487, 0.5798194616291251
OPENJPA, 13, 0.8890139843564826, 0.039625408251682995, 0.05579284570208222, RANDOM_FOREST, NO_FEATURES_SELECTION, OVER_SAMPLING, 3409.0, 127.0, 82.0, 128.0, 0.3904761904761905, 0.3923444976076555, 0.7091816788482116, 0.3553557377071307
OPENJPA, 13, 0.8890139843564826, 0.039625408251682995, 0.05579284570208222, RANDOM_FOREST, NO_FEATURES_SELECTION, UNDER_SAMPLING, 3330.0, 63.0, 146.0, 207.0, 0.41359773371104813, 0.6985645933014354, 0.9041019543229266, 0.4833626024034351
OPENJPA, 13, 0.8890139843564826, 0.039625408251682995, 0.05579284570208222, RANDOM_FOREST, NO_FEATURES_SELECTION, SMOTE, 3517.0, 110.0, 99.0, 20.0, 0.8319327731092437, 0.47368421052631576, 0.9464979241998125, 0.5869361276937194
OPENJPA, 13, 0.8890139843564826, 0.039625408251682995, 0.05579284570208222, RANDOM_FOREST, BEST_FIRST, NO_SAMPLING, 3505.0, 142.0, 67.0, 32.0, 0.6767676767676768, 0.32057416267942584, 0.8752409592104249, 0.41404872049810015
OPENJPA, 13, 0.8890139843564826, 0.039625408251682995, 0.05579284570208222, RANDOM_FOREST, BEST_FIRST, OVER_SAMPLING, 3370.0, 105.0, 104.0, 167.0, 0.3837638376383764, 0.49760765550239233, 0.7420488533385279, 0.3952333864750874
OPENJPA, 13, 0.8890139843564826, 0.039625408251682995, 0.05579284570208222, RANDOM_FOREST, BEST_FIRST, UNDER_SAMPLING, 3296.0, 33.0, 176.0, 241.0, 0.42206235011990406, 0.8421052631578947, 0.8904587592815797, 0.5271531172115776
OPENJPA, 13, 0.8890139843564826, 0.039625408251682995, 0.05579284570208222, RANDOM_FOREST, BEST_FIRST, SMOTE, 3496.0, 122.0, 87.0, 41.0, 0.6796875, 0.41626794258373206, 0.8675911383826209, 0.49491354936479365
OPENJPA, 13, 0.8890139843564826, 0.039625408251682995, 0.05579284570208222, IBK, NO_FEATURES_SELECTION, NO_SAMPLING, 3502.0, 24.0, 185.0, 35.0, 0.8409090909090909, 0.8851674641148325, 0.9376198032284814, 0.8541232969478718
OPENJPA, 13, 0.8890139843564826, 0.039625408251682995, 0.05579284570208222, IBK, NO_FEATURES_SELECTION, OVER_SAMPLING, 3370.0, 116.0, 93.0, 167.0, 0.3576923076923077, 0.4449760765550239, 0.6962074203938406, 0.35680023104076397
OPENJPA, 13, 0.8890139843564826, 0.039625408251682995, 0.05579284570208222, IBK, NO_FEATURES_SELECTION, UNDER_SAMPLING, 3285.0, 18.0, 191.0, 252.0, 0.43115124153498874, 0.9138755980861244, 0.9111274794280018, 0.551917448824172
OPENJPA, 13, 0.8890139843564826, 0.039625408251682995, 0.05579284570208222, IBK, NO_FEATURES_SELECTION, SMOTE, 3501.0, 23.0, 186.0, 36.0, 0.8378378378378378, 0.8899521531100478, 0.9400175587399372, 0.8547613571395715
OPENJPA, 13, 0.8890139843564826, 0.039625408251682995, 0.05579284570208222, IBK, BEST_FIRST, NO_SAMPLING, 3496.0, 108.0, 101.0, 41.0, 0.7112676056338029, 0.48325358851674644, 0.8569923150075822, 0.5554293542760195
OPENJPA, 13, 0.8890139843564826, 0.039625408251682995, 0.05579284570208222, IBK, BEST_FIRST, OVER_SAMPLING, 3392.0, 108.0, 101.0, 145.0, 0.4105691056910569, 0.48325358851674644, 0.7274113845025858, 0.4082562334462619
OPENJPA, 13, 0.8890139843564826, 0.039625408251682995, 0.05579284570208222, IBK, BEST_FIRST, UNDER_SAMPLING, 3311.0, 34.0, 175.0, 226.0, 0.43640897755610975, 0.8373205741626795, 0.8863186573110238, 0.5400299040068158
OPENJPA, 13, 0.8890139843564826, 0.039625408251682995, 0.05579284570208222, IBK, BEST_FIRST, SMOTE, 3487.0, 104.0, 105.0, 50.0, 0.6774193548387096, 0.5023923444976076, 0.8568840947306194, 0.5558173449321425
OPENJPA, 14, 0.9000773353956105, 0.041419767717468595, 0.041099546303709635, NAIVE_BAYES, NO_FEATURES_SELECTION, NO_SAMPLING, 3584.0, 148.0, 6.0, 9.0, 0.4, 0.03896103896103896, 0.8268991654045926, 0.06417837082003247
OPENJPA, 14, 0.9000773353956105, 0.041419767717468595, 0.041099546303709635, NAIVE_BAYES, NO_FEATURES_SELECTION, OVER_SAMPLING, 3465.0, 78.0, 76.0, 128.0, 0.37254901960784315, 0.4935064935064935, 0.7687747821340919, 0.39630406524666906
OPENJPA, 14, 0.9000773353956105, 0.041419767717468595, 0.041099546303709635, NAIVE_BAYES, NO_FEATURES_SELECTION, UNDER_SAMPLING, 3578.0, 142.0, 12.0, 15.0, 0.4444444444444444, 0.07792207792207792, 0.8511490596795356, 0.12182877512908828
OPENJPA, 14, 0.9000773353956105, 0.041419767717468595, 0.041099546303709635, NAIVE_BAYES, NO_FEATURES_SELECTION, SMOTE, 3582.0, 144.0, 10.0, 11.0, 0.47619047619047616, 0.06493506493506493, 0.8327031999450591, 0.10546208974258373
OPENJPA, 14, 0.9000773353956105, 0.041419767717468595, 0.041099546303709635, NAIVE_BAYES, BEST_FIRST, NO_SAMPLING, 3552.0, 112.0, 42.0, 41.0, 0.5060240963855421, 0.2727272727272727, 0.8217990609446217, 0.3352955158120521
OPENJPA, 14, 0.9000773353956105, 0.041419767717468595, 0.041099546303709635, NAIVE_BAYES, BEST_FIRST, OVER_SAMPLING, 294.0, 19.0, 135.0, 3299.0, 0.039312754804892255, 0.8766233766233766, 0.7022140814932354, -0.0037122482070088207
OPENJPA, 14, 0.9000773353956105, 0.041419767717468595, 0.041099546303709635, NAIVE_BAYES, BEST_FIRST, UNDER_SAMPLING, 211.0, 7.0, 147.0, 3382.0, 0.04165485973363559, 0.9545454545454546, 0.8107313643773427, 0.0011551710264291674
